asset_id,split,kind,severity,is_failure,cue_component,cue_silhouette,cue_topology,cue_material,cue_motif,cue_metadata,geometry_only,visual_only,metadata_only,equal_weight,single_threshold,criterion_max_diagnostic
ZG003,calibration,material,0.3,1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.049999999999999996,1.0,0.3
ZG003,calibration,material,0.5,1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,1.0,0.5
ZG003,calibration,material,0.75,1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,0.125,1.0,0.75
ZG003,calibration,motif,0.15,1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.024999999999999998,0.0,0.15
ZG003,calibration,motif,0.3,1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.049999999999999996,1.0,0.3
ZG003,calibration,motif,0.5,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.08333333333333333,1.0,0.5
ZG003,calibration,motif,0.75,1,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.125,1.0,0.75
ZG003,calibration,metadata,0.15,1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.024999999999999998,0.0,0.15
ZG003,calibration,metadata,0.3,1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.049999999999999996,1.0,0.3
ZG003,calibration,metadata,0.5,1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.08333333333333333,1.0,0.5
ZG003,calibration,metadata,0.75,1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.125,1.0,0.75
ZG004,calibration,camera_view,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,background,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,lighting,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,compression,0.0,0,0.0,1.2792554289645339e-07,0.0,0.0,0.0,0.0,1.2792554289645339e-07,1.2792554289645339e-07,0.0,2.1320923816075565e-08,0.0,1.2792554289645339e-07
ZG004,calibration,camera_view,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,background,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,lighting,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,compression,0.2,0,0.0,1.2792554289645339e-07,0.0,0.0,0.0,0.0,1.2792554289645339e-07,1.2792554289645339e-07,0.0,2.1320923816075565e-08,0.0,1.2792554289645339e-07
ZG004,calibration,camera_view,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,background,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,lighting,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,compression,0.4,0,0.0,3.198498811463166e-07,0.0,0.0,0.0,0.0,3.198498811463166e-07,3.198498811463166e-07,0.0,5.33083135243861e-08,0.0,3.198498811463166e-07
ZG004,calibration,camera_view,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,background,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,lighting,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,compression,0.6,0,0.0,3.198498811463166e-07,0.0,0.0,0.0,0.0,3.198498811463166e-07,3.198498811463166e-07,0.0,5.33083135243861e-08,0.0,3.198498811463166e-07
ZG004,calibration,camera_view,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,background,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
