scenario_id,regime,winner_method,winner_score,winner_margin,profiles_aggregated,weight_severity,noise_scale,hard_threshold
s004516,balanced,expert_reference_upper_bound,83.1796,22.0865,8,0.1866,1.0089,2
s004517,construction_strict,expert_reference_upper_bound,84.1681,20.0799,8,0.4719,0.8775,2
s004518,motif_strict,expert_reference_upper_bound,79.1784,12.6764,8,0.1072,1.4436,3
s004519,heritage_strict,expert_reference_upper_bound,87.1915,23.4505,8,0.4576,0.891,2
s004520,visual_lenient,expert_reference_upper_bound,86.4832,20.5095,8,0.1644,1.3279,1
s004521,balanced,expert_reference_upper_bound,81.9129,25.8374,8,0.3355,1.017,1
s004522,construction_strict,expert_reference_upper_bound,81.8471,14.7006,8,0.296,1.4616,3
s004523,motif_strict,expert_reference_upper_bound,81.2266,22.5491,8,0.5149,1.4957,3
s004524,heritage_strict,expert_reference_upper_bound,79.1623,9.4573,8,0.3669,1.4857,2
s004525,visual_lenient,expert_reference_upper_bound,81.8243,15.999,8,0.3168,0.5964,3
s004526,balanced,expert_reference_upper_bound,79.6939,18.0449,8,0.484,1.7343,2
s004527,construction_strict,expert_reference_upper_bound,81.5467,15.5187,8,0.3536,1.5833,1
s004528,motif_strict,expert_reference_upper_bound,82.6007,20.9063,8,0.3517,1.0443,1
s004529,heritage_strict,expert_reference_upper_bound,81.29,19.1701,8,0.461,0.6693,3
s004530,visual_lenient,expert_reference_upper_bound,82.8229,14.6356,8,0.5485,0.7857,1
s004531,balanced,expert_reference_upper_bound,83.0318,19.5087,8,0.3264,0.8392,2
s004532,construction_strict,expert_reference_upper_bound,82.2374,20.0861,8,0.2885,1.3176,2
s004533,motif_strict,expert_reference_upper_bound,81.034,20.0671,8,0.1608,1.673,2
s004534,heritage_strict,expert_reference_upper_bound,83.7165,23.5788,8,0.4803,1.4161,2
s004535,visual_lenient,expert_reference_upper_bound,84.2826,17.4751,8,0.3267,1.0169,2
s004536,balanced,expert_reference_upper_bound,83.573,18.4543,8,0.1463,1.0175,2
s004537,construction_strict,expert_reference_upper_bound,84.8153,21.7652,8,0.1297,1.1744,1
s004538,motif_strict,expert_reference_upper_bound,78.8319,19.5617,8,0.3475,1.33,1
s004539,heritage_strict,expert_reference_upper_bound,81.2582,21.3828,8,0.4515,1.6704,2
s004540,visual_lenient,expert_reference_upper_bound,84.1922,20.4642,8,0.4481,1.117,1
s004541,balanced,expert_reference_upper_bound,84.5706,20.035,8,0.2296,0.8779,2
s004542,construction_strict,expert_reference_upper_bound,83.554,20.2584,8,0.5331,0.6526,3
s004543,motif_strict,expert_reference_upper_bound,82.6541,20.3834,8,0.2107,1.4678,1
s004544,heritage_strict,expert_reference_upper_bound,81.6101,19.6534,8,0.2847,0.7348,2
s004545,visual_lenient,expert_reference_upper_bound,82.2761,17.7456,8,0.512,0.6754,2
s004546,balanced,expert_reference_upper_bound,81.5221,19.9179,8,0.1026,1.3152,3
s004547,construction_strict,expert_reference_upper_bound,85.582,20.3082,8,0.376,0.7906,2
s004548,motif_strict,expert_reference_upper_bound,84.6208,19.4282,8,0.4521,0.8461,3
s004549,heritage_strict,expert_reference_upper_bound,82.8544,22.2636,8,0.5153,1.3873,2
s004550,visual_lenient,expert_reference_upper_bound,82.3162,20.4595,8,0.4018,1.0608,2
s004551,balanced,expert_reference_upper_bound,83.3605,22.7708,8,0.1469,1.3333,2
s004552,construction_strict,expert_reference_upper_bound,83.9905,23.3958,8,0.2229,0.674,3
s004553,motif_strict,expert_reference_upper_bound,84.3246,17.3671,8,0.4488,1.2475,2
s004554,heritage_strict,expert_reference_upper_bound,83.1518,17.062,8,0.1434,1.1194,2
s004555,visual_lenient,expert_reference_upper_bound,84.0657,18.3599,8,0.254,1.0786,2
s004556,balanced,expert_reference_upper_bound,86.3996,24.7974,8,0.5067,1.7031,2
s004557,construction_strict,expert_reference_upper_bound,82.847,21.2287,8,0.1904,1.124,3
s004558,motif_strict,expert_reference_upper_bound,84.2499,16.0991,8,0.3698,1.1339,3
s004559,heritage_strict,expert_reference_upper_bound,82.925,19.4413,8,0.4108,1.5922,1
s004560,visual_lenient,expert_reference_upper_bound,85.5295,21.416,8,0.5261,1.0362,2
s004561,balanced,expert_reference_upper_bound,82.0062,18.7896,8,0.2546,1.1616,3
s004562,construction_strict,expert_reference_upper_bound,82.0727,20.5984,8,0.227,0.8442,1
s004563,motif_strict,expert_reference_upper_bound,83.9032,24.1982,8,0.5398,1.0344,3
s004564,heritage_strict,expert_reference_upper_bound,85.2334,20.6737,8,0.319,1.4739,3
s004565,visual_lenient,expert_reference_upper_bound,83.892,16.3842,8,0.423,1.3104,3
s004566,balanced,expert_reference_upper_bound,86.9409,24.0851,8,0.4338,0.6895,1
s004567,construction_strict,expert_reference_upper_bound,86.5529,20.4247,8,0.2165,1.3648,1
s004568,motif_strict,expert_reference_upper_bound,81.6349,22.0827,8,0.5151,1.0732,2
s004569,heritage_strict,expert_reference_upper_bound,83.2431,21.9492,8,0.5111,0.9675,1
s004570,visual_lenient,expert_reference_upper_bound,84.1397,18.4093,8,0.2987,1.3968,1
s004571,balanced,expert_reference_upper_bound,90.5772,24.6837,8,0.4685,0.5882,2
s004572,construction_strict,expert_reference_upper_bound,83.3537,23.5786,8,0.416,0.8417,2
s004573,motif_strict,expert_reference_upper_bound,83.2342,19.1898,8,0.2782,0.8919,1
s004574,heritage_strict,expert_reference_upper_bound,74.4329,14.9106,8,0.3922,1.6373,2
s004575,visual_lenient,expert_reference_upper_bound,87.8857,22.4279,8,0.4937,1.0896,1
s004576,balanced,expert_reference_upper_bound,79.9414,15.6688,8,0.2295,0.9335,3
s004577,construction_strict,expert_reference_upper_bound,82.8521,20.192,8,0.3807,0.8712,3
s004578,motif_strict,expert_reference_upper_bound,80.5695,17.3282,8,0.4663,0.9659,1
s004579,heritage_strict,expert_reference_upper_bound,86.8832,23.965,8,0.4036,1.4223,3
s004580,visual_lenient,expert_reference_upper_bound,86.215,18.5467,8,0.3663,1.2031,1
s004581,balanced,expert_reference_upper_bound,88.6428,21.8271,8,0.4804,1.1281,2
s004582,construction_strict,expert_reference_upper_bound,87.7306,23.7086,8,0.2398,0.8893,1
s004583,motif_strict,expert_reference_upper_bound,77.7388,17.4156,8,0.4463,1.3653,3
s004584,heritage_strict,expert_reference_upper_bound,84.4731,17.2404,8,0.4692,0.7377,1
s004585,visual_lenient,expert_reference_upper_bound,82.8541,13.294,8,0.4068,1.5712,3
s004586,balanced,expert_reference_upper_bound,87.5183,25.1437,8,0.4409,0.7324,2
s004587,construction_strict,expert_reference_upper_bound,83.2561,21.0152,8,0.217,1.4476,1
s004588,motif_strict,expert_reference_upper_bound,80.7982,13.984,8,0.4982,1.4203,1
s004589,heritage_strict,expert_reference_upper_bound,84.0601,25.8169,8,0.3118,1.0567,3
s004590,visual_lenient,expert_reference_upper_bound,82.7305,21.4576,8,0.1466,1.7039,3
s004591,balanced,expert_reference_upper_bound,83.2168,20.4967,8,0.4331,1.4512,2
s004592,construction_strict,expert_reference_upper_bound,88.9678,24.661,8,0.5177,0.5978,3
s004593,motif_strict,expert_reference_upper_bound,77.8859,18.8996,8,0.5085,1.4437,1
s004594,heritage_strict,expert_reference_upper_bound,82.5581,16.7083,8,0.1288,1.4922,1
s004595,visual_lenient,expert_reference_upper_bound,82.4583,16.3173,8,0.2752,1.4528,1
s004596,balanced,expert_reference_upper_bound,83.4463,20.4559,8,0.3674,1.6099,3
s004597,construction_strict,expert_reference_upper_bound,84.617,20.5083,8,0.2937,1.4662,2
s004598,motif_strict,expert_reference_upper_bound,85.5977,23.182,8,0.2406,0.6661,3
s004599,heritage_strict,expert_reference_upper_bound,86.8602,26.2585,8,0.2004,1.4878,2
s004600,visual_lenient,expert_reference_upper_bound,82.8137,20.7712,8,0.4242,1.0189,2
s004601,balanced,expert_reference_upper_bound,80.0338,17.6319,8,0.1716,0.9607,1
s004602,construction_strict,expert_reference_upper_bound,79.8849,17.0844,8,0.4407,1.0452,3
s004603,motif_strict,expert_reference_upper_bound,79.9852,10.9568,8,0.5148,1.5228,1
s004604,heritage_strict,expert_reference_upper_bound,85.4018,24.4231,8,0.4751,0.6221,1
s004605,visual_lenient,expert_reference_upper_bound,86.8313,19.7107,8,0.2593,0.6194,2
s004606,balanced,expert_reference_upper_bound,89.5877,27.569,8,0.2171,0.571,2
s004607,construction_strict,expert_reference_upper_bound,86.2178,25.04,8,0.181,0.9105,3
s004608,motif_strict,expert_reference_upper_bound,83.5893,21.9695,8,0.4248,0.785,2
s004609,heritage_strict,expert_reference_upper_bound,74.6682,10.1562,8,0.4497,1.5873,1
s004610,visual_lenient,expert_reference_upper_bound,84.2753,21.0521,8,0.5046,0.9687,3
s004611,balanced,expert_reference_upper_bound,83.9642,21.4781,8,0.2997,0.7677,3
s004612,construction_strict,expert_reference_upper_bound,86.718,25.4792,8,0.2076,1.2078,1
s004613,motif_strict,expert_reference_upper_bound,77.9908,15.857,8,0.2597,1.0288,2
s004614,heritage_strict,expert_reference_upper_bound,84.1067,16.8052,8,0.1933,1.6379,2
s004615,visual_lenient,expert_reference_upper_bound,83.649,23.5046,8,0.4386,0.7281,3
s004616,balanced,expert_reference_upper_bound,86.6898,19.417,8,0.4886,1.1664,1
s004617,construction_strict,expert_reference_upper_bound,83.299,22.284,8,0.3254,1.315,2
s004618,motif_strict,expert_reference_upper_bound,82.4792,17.9339,8,0.3805,1.3267,2
s004619,heritage_strict,expert_reference_upper_bound,85.76,25.3243,8,0.303,0.8385,2
s004620,visual_lenient,expert_reference_upper_bound,86.2001,23.1406,8,0.5038,0.8076,1
s004621,balanced,expert_reference_upper_bound,85.1407,22.0496,8,0.1539,0.7968,2
s004622,construction_strict,expert_reference_upper_bound,86.4899,20.9576,8,0.2258,0.8013,2
s004623,motif_strict,expert_reference_upper_bound,79.7601,18.9431,8,0.4118,0.9037,1
s004624,heritage_strict,expert_reference_upper_bound,79.5671,16.0624,8,0.2312,1.4942,1
s004625,visual_lenient,expert_reference_upper_bound,83.6639,16.0654,8,0.2595,1.7002,3
s004626,balanced,expert_reference_upper_bound,84.3633,20.4478,8,0.4431,1.6067,3
s004627,construction_strict,expert_reference_upper_bound,87.9185,24.8814,8,0.3997,1.2752,2
s004628,motif_strict,expert_reference_upper_bound,87.0427,25.5692,8,0.4264,0.687,2
s004629,heritage_strict,expert_reference_upper_bound,85.9228,19.271,8,0.4442,0.8957,2
s004630,visual_lenient,expert_reference_upper_bound,84.7293,21.7356,8,0.178,1.5805,3
s004631,balanced,expert_reference_upper_bound,80.3734,18.9969,8,0.1788,1.4662,2
s004632,construction_strict,expert_reference_upper_bound,87.6858,23.9991,8,0.1444,0.6196,2
s004633,motif_strict,expert_reference_upper_bound,81.8472,19.3531,8,0.106,0.7933,1
s004634,heritage_strict,expert_reference_upper_bound,88.0429,28.3565,8,0.3343,0.6651,3
s004635,visual_lenient,expert_reference_upper_bound,81.3962,19.2891,8,0.5124,1.3752,2
s004636,balanced,expert_reference_upper_bound,88.2056,26.328,8,0.128,1.2664,3
s004637,construction_strict,expert_reference_upper_bound,86.7076,25.9483,8,0.2547,0.6815,3
s004638,motif_strict,expert_reference_upper_bound,82.5485,21.9791,8,0.1607,1.5476,1
s004639,heritage_strict,expert_reference_upper_bound,78.61,10.5655,8,0.4529,1.537,3
s004640,visual_lenient,expert_reference_upper_bound,86.1824,20.0459,8,0.3933,0.778,3
s004641,balanced,expert_reference_upper_bound,88.8669,27.1392,8,0.2795,1.1599,1
s004642,construction_strict,expert_reference_upper_bound,76.0103,12.2167,8,0.5348,1.7445,1
s004643,motif_strict,expert_reference_upper_bound,85.1538,22.6481,8,0.1325,1.6843,1
s004644,heritage_strict,expert_reference_upper_bound,85.843,25.626,8,0.2083,0.9074,1
s004645,visual_lenient,expert_reference_upper_bound,82.7129,18.6971,8,0.2579,0.6474,2
s004646,balanced,expert_reference_upper_bound,85.2665,23.9479,8,0.4818,0.5892,1
s004647,construction_strict,expert_reference_upper_bound,82.2516,19.1764,8,0.5027,0.7649,1
s004648,motif_strict,expert_reference_upper_bound,85.5057,24.2509,8,0.4085,0.8574,2
s004649,heritage_strict,expert_reference_upper_bound,84.0542,19.4796,8,0.2419,1.3663,2
s004650,visual_lenient,expert_reference_upper_bound,90.6307,25.9537,8,0.4976,1.0042,3
s004651,balanced,expert_reference_upper_bound,84.7184,18.6397,8,0.1732,1.5364,1
s004652,construction_strict,expert_reference_upper_bound,85.9835,21.2712,8,0.306,1.2757,3
s004653,motif_strict,expert_reference_upper_bound,82.5499,21.6614,8,0.2158,0.5774,2
s004654,heritage_strict,expert_reference_upper_bound,89.4007,18.8329,8,0.2248,1.5618,2
s004655,visual_lenient,expert_reference_upper_bound,84.0236,22.3377,8,0.5469,0.8255,1
s004656,balanced,expert_reference_upper_bound,84.0801,22.4371,8,0.3598,1.6771,3
s004657,construction_strict,expert_reference_upper_bound,82.0979,21.0027,8,0.1579,1.6012,2
s004658,motif_strict,expert_reference_upper_bound,81.9428,16.6869,8,0.4732,1.097,3
s004659,heritage_strict,expert_reference_upper_bound,84.362,26.8144,8,0.3668,1.1691,3
s004660,visual_lenient,expert_reference_upper_bound,84.8217,21.8513,8,0.173,0.6457,2
s004661,balanced,expert_reference_upper_bound,86.7557,22.7898,8,0.3766,0.8292,1
s004662,construction_strict,expert_reference_upper_bound,83.6132,18.0923,8,0.534,1.4433,1
s004663,motif_strict,expert_reference_upper_bound,82.9672,19.7327,8,0.1974,1.2391,3
s004664,heritage_strict,expert_reference_upper_bound,82.7331,19.7664,8,0.2762,1.3899,1
s004665,visual_lenient,expert_reference_upper_bound,82.7778,13.5061,8,0.2137,1.4485,2
s004666,balanced,expert_reference_upper_bound,88.3994,27.3544,8,0.4997,0.6003,3
s004667,construction_strict,expert_reference_upper_bound,83.5554,15.6665,8,0.3461,1.6985,1
s004668,motif_strict,expert_reference_upper_bound,81.9688,16.5511,8,0.3061,0.5926,1
s004669,heritage_strict,expert_reference_upper_bound,88.1884,25.0249,8,0.5013,1.1786,3
s004670,visual_lenient,expert_reference_upper_bound,82.1792,20.3215,8,0.5303,0.6163,3
s004671,balanced,expert_reference_upper_bound,83.3339,20.4509,8,0.4225,0.6715,1
s004672,construction_strict,expert_reference_upper_bound,86.216,26.683,8,0.2838,0.7676,2
s004673,motif_strict,expert_reference_upper_bound,83.1465,19.043,8,0.4386,1.2325,3
s004674,heritage_strict,expert_reference_upper_bound,75.3709,10.4999,8,0.2969,1.3835,1
s004675,visual_lenient,expert_reference_upper_bound,84.1401,16.5331,8,0.1512,1.5844,2
s004676,balanced,expert_reference_upper_bound,84.6905,25.2757,8,0.3337,1.3806,2
s004677,construction_strict,expert_reference_upper_bound,85.8096,25.1102,8,0.3099,1.0498,3
s004678,motif_strict,expert_reference_upper_bound,81.7894,18.9649,8,0.4702,1.4377,3
s004679,heritage_strict,expert_reference_upper_bound,81.4926,20.9468,8,0.3458,0.8808,1
s004680,visual_lenient,expert_reference_upper_bound,84.0217,19.7861,8,0.2999,0.6708,3
s004681,balanced,expert_reference_upper_bound,83.1535,22.7076,8,0.4001,1.0939,3
s004682,construction_strict,expert_reference_upper_bound,85.1171,20.4291,8,0.1455,0.8543,2
s004683,motif_strict,expert_reference_upper_bound,79.5045,10.1245,8,0.4146,1.1565,1
s004684,heritage_strict,expert_reference_upper_bound,81.6026,19.0993,8,0.153,0.9752,1
s004685,visual_lenient,expert_reference_upper_bound,80.9686,19.508,8,0.2658,1.6705,2
s004686,balanced,expert_reference_upper_bound,87.3028,19.3783,8,0.3456,1.619,1
s004687,construction_strict,expert_reference_upper_bound,88.8448,28.6275,8,0.4652,0.5995,1
s004688,motif_strict,expert_reference_upper_bound,82.5477,22.8748,8,0.258,0.7031,3
s004689,heritage_strict,expert_reference_upper_bound,82.6557,16.546,8,0.3342,1.1071,1
s004690,visual_lenient,expert_reference_upper_bound,84.7923,22.4555,8,0.5476,1.293,1
s004691,balanced,expert_reference_upper_bound,83.0818,16.8081,8,0.4869,1.6096,3
s004692,construction_strict,expert_reference_upper_bound,84.6537,25.4426,8,0.2462,1.4713,3
s004693,motif_strict,expert_reference_upper_bound,80.3333,13.4309,8,0.4199,1.2864,3
s004694,heritage_strict,expert_reference_upper_bound,82.5208,17.7423,8,0.2964,0.9461,3
s004695,visual_lenient,expert_reference_upper_bound,84.1447,16.2915,8,0.288,1.3984,1
s004696,balanced,expert_reference_upper_bound,82.3834,18.8293,8,0.1982,1.3958,1
s004697,construction_strict,expert_reference_upper_bound,85.3816,25.6724,8,0.5117,0.5816,3
s004698,motif_strict,expert_reference_upper_bound,83.4071,17.1791,8,0.1154,1.4473,2
s004699,heritage_strict,expert_reference_upper_bound,84.0159,19.8653,8,0.3806,1.0533,1
s004700,visual_lenient,expert_reference_upper_bound,83.7189,18.0725,8,0.1052,0.6866,2
s004701,balanced,expert_reference_upper_bound,84.1666,21.1091,8,0.1523,1.2644,2
s004702,construction_strict,expert_reference_upper_bound,87.7202,25.6989,8,0.2932,0.9045,2
s004703,motif_strict,expert_reference_upper_bound,87.6607,24.8916,8,0.4677,1.6161,1
s004704,heritage_strict,expert_reference_upper_bound,84.1792,20.9258,8,0.4845,0.5842,2
s004705,visual_lenient,expert_reference_upper_bound,87.6083,21.7097,8,0.4179,0.7266,2
s004706,balanced,expert_reference_upper_bound,80.7585,21.3695,8,0.421,0.9925,1
s004707,construction_strict,expert_reference_upper_bound,78.6918,15.7569,8,0.2886,1.6813,1
s004708,motif_strict,expert_reference_upper_bound,81.5372,24.7602,8,0.4524,1.6601,2
s004709,heritage_strict,expert_reference_upper_bound,88.6395,27.6808,8,0.4179,0.7682,3
s004710,visual_lenient,expert_reference_upper_bound,89.5798,27.4132,8,0.302,0.9539,3
s004711,balanced,expert_reference_upper_bound,79.839,15.9398,8,0.4005,0.7837,3
s004712,construction_strict,expert_reference_upper_bound,84.7253,25.0425,8,0.3835,1.6428,3
s004713,motif_strict,expert_reference_upper_bound,80.9854,15.4413,8,0.5358,1.4229,2
s004714,heritage_strict,expert_reference_upper_bound,83.9167,20.2823,8,0.414,1.2319,2
s004715,visual_lenient,expert_reference_upper_bound,86.7249,22.5848,8,0.408,0.9757,3
s004716,balanced,expert_reference_upper_bound,85.7457,18.9448,8,0.518,0.9458,2
s004717,construction_strict,expert_reference_upper_bound,86.1941,24.7233,8,0.4819,0.823,2
s004718,motif_strict,expert_reference_upper_bound,84.6138,24.295,8,0.2303,0.9548,1
s004719,heritage_strict,expert_reference_upper_bound,83.3423,20.5088,8,0.2925,1.1235,3
s004720,visual_lenient,expert_reference_upper_bound,83.2746,15.75,8,0.5053,1.1392,2
s004721,balanced,expert_reference_upper_bound,86.8543,23.94,8,0.1684,0.6369,3
s004722,construction_strict,expert_reference_upper_bound,81.2458,18.2088,8,0.4719,1.6027,3
s004723,motif_strict,expert_reference_upper_bound,78.8085,13.3276,8,0.222,1.5521,2
s004724,heritage_strict,expert_reference_upper_bound,78.0944,15.6935,8,0.2309,1.7058,2
s004725,visual_lenient,expert_reference_upper_bound,83.9455,17.1634,8,0.4333,0.9087,2
s004726,balanced,expert_reference_upper_bound,84.2708,23.1426,8,0.1607,0.7304,1
s004727,construction_strict,expert_reference_upper_bound,85.2837,21.7901,8,0.1351,0.8208,1
s004728,motif_strict,expert_reference_upper_bound,81.48,20.0179,8,0.4069,1.5989,2
s004729,heritage_strict,expert_reference_upper_bound,81.9553,18.1133,8,0.4716,1.0785,1
s004730,visual_lenient,expert_reference_upper_bound,76.5685,10.4046,8,0.29,0.9793,1
s004731,balanced,expert_reference_upper_bound,85.3978,17.2141,8,0.3885,0.8715,1
s004732,construction_strict,expert_reference_upper_bound,81.7973,20.7949,8,0.2698,1.4016,1
s004733,motif_strict,expert_reference_upper_bound,84.3852,18.2396,8,0.3425,0.6648,2
s004734,heritage_strict,expert_reference_upper_bound,78.1698,16.9384,8,0.5403,1.4143,2
s004735,visual_lenient,expert_reference_upper_bound,89.9577,24.9338,8,0.1759,0.5529,3
s004736,balanced,expert_reference_upper_bound,87.7343,23.9758,8,0.3204,1.3804,3
s004737,construction_strict,expert_reference_upper_bound,84.4694,22.4805,8,0.5149,1.3164,2
s004738,motif_strict,expert_reference_upper_bound,83.7668,23.589,8,0.3492,1.3231,1
s004739,heritage_strict,expert_reference_upper_bound,83.8988,22.6491,8,0.1575,1.5238,2
s004740,visual_lenient,expert_reference_upper_bound,83.6047,21.475,8,0.3039,1.4956,3
s004741,balanced,expert_reference_upper_bound,86.9706,23.6773,8,0.4996,1.4239,3
s004742,construction_strict,expert_reference_upper_bound,84.0314,20.5427,8,0.2328,1.1984,2
s004743,motif_strict,expert_reference_upper_bound,81.9037,20.2416,8,0.3425,1.6546,3
s004744,heritage_strict,expert_reference_upper_bound,83.4645,20.9269,8,0.3986,0.7774,2
s004745,visual_lenient,expert_reference_upper_bound,85.0651,20.7313,8,0.4187,0.9027,3
s004746,balanced,expert_reference_upper_bound,84.5919,18.5882,8,0.3765,1.1289,3
s004747,construction_strict,expert_reference_upper_bound,85.2037,23.7126,8,0.3479,0.7125,3
s004748,motif_strict,expert_reference_upper_bound,82.085,20.2799,8,0.3229,0.5991,1
s004749,heritage_strict,expert_reference_upper_bound,84.278,21.7062,8,0.3524,1.1249,3
s004750,visual_lenient,expert_reference_upper_bound,85.5802,19.7893,8,0.3238,1.4224,3
s004751,balanced,expert_reference_upper_bound,80.9144,18.6125,8,0.1699,1.2751,1
s004752,construction_strict,expert_reference_upper_bound,80.9942,16.1719,8,0.4826,0.8009,3
s004753,motif_strict,expert_reference_upper_bound,84.0912,25.352,8,0.1693,1.7227,2
s004754,heritage_strict,expert_reference_upper_bound,86.6487,25.6182,8,0.4057,0.6848,1
s004755,visual_lenient,expert_reference_upper_bound,85.035,18.6516,8,0.3467,1.2087,3
s004756,balanced,expert_reference_upper_bound,80.6879,17.7047,8,0.191,0.9773,1
s004757,construction_strict,expert_reference_upper_bound,86.2305,20.1537,8,0.4155,0.5774,3
s004758,motif_strict,expert_reference_upper_bound,85.9637,23.0636,8,0.2919,1.1345,3
s004759,heritage_strict,expert_reference_upper_bound,82.052,17.2018,8,0.374,0.8014,3
s004760,visual_lenient,expert_reference_upper_bound,82.6539,15.7391,8,0.1833,1.4298,3
s004761,balanced,expert_reference_upper_bound,83.437,20.4495,8,0.3316,0.8865,1
s004762,construction_strict,expert_reference_upper_bound,86.3265,23.5906,8,0.2057,1.5688,3
s004763,motif_strict,expert_reference_upper_bound,86.629,23.6783,8,0.3372,0.5991,3
s004764,heritage_strict,expert_reference_upper_bound,85.9218,24.0096,8,0.395,0.7309,3
s004765,visual_lenient,expert_reference_upper_bound,87.5488,26.3067,8,0.3754,0.5954,1
s004766,balanced,expert_reference_upper_bound,87.3183,23.8636,8,0.262,0.7773,2
s004767,construction_strict,expert_reference_upper_bound,83.5859,20.4557,8,0.4471,0.7648,2
s004768,motif_strict,expert_reference_upper_bound,89.5359,28.5332,8,0.1866,0.6335,3
s004769,heritage_strict,expert_reference_upper_bound,80.7879,17.6388,8,0.5489,0.8138,2
s004770,visual_lenient,expert_reference_upper_bound,76.0324,14.4978,8,0.4179,1.6265,1
s004771,balanced,expert_reference_upper_bound,83.1321,18.644,8,0.5129,0.7301,1
s004772,construction_strict,expert_reference_upper_bound,88.3795,22.3235,8,0.1769,1.4845,2
s004773,motif_strict,expert_reference_upper_bound,84.4683,22.469,8,0.3163,0.7689,1
s004774,heritage_strict,expert_reference_upper_bound,87.2396,26.8846,8,0.3488,0.5945,1
s004775,visual_lenient,expert_reference_upper_bound,81.1248,17.2615,8,0.5402,0.6472,1
s004776,balanced,expert_reference_upper_bound,86.2026,21.0141,8,0.489,0.8173,1
s004777,construction_strict,expert_reference_upper_bound,83.489,20.2271,8,0.1437,1.2131,2
s004778,motif_strict,expert_reference_upper_bound,80.6393,16.4683,8,0.2458,1.1531,1
s004779,heritage_strict,expert_reference_upper_bound,80.8465,20.6538,8,0.5322,1.6016,3
s004780,visual_lenient,expert_reference_upper_bound,79.1182,13.967,8,0.1711,1.6868,2
s004781,balanced,expert_reference_upper_bound,82.4461,19.2829,8,0.516,1.6295,3
s004782,construction_strict,expert_reference_upper_bound,81.3099,23.4877,8,0.2501,1.2641,2
s004783,motif_strict,expert_reference_upper_bound,84.9381,21.9873,8,0.4791,1.0456,1
s004784,heritage_strict,expert_reference_upper_bound,84.747,23.4395,8,0.3098,0.6515,3
s004785,visual_lenient,expert_reference_upper_bound,91.6196,28.6793,8,0.3774,0.7331,2
s004786,balanced,expert_reference_upper_bound,84.0906,19.6476,8,0.4249,0.7963,1
s004787,construction_strict,expert_reference_upper_bound,84.9685,23.1049,8,0.3492,0.6255,1
s004788,motif_strict,expert_reference_upper_bound,83.7258,20.2636,8,0.4997,1.5983,1
s004789,heritage_strict,expert_reference_upper_bound,85.1999,23.988,8,0.2119,0.5691,3
s004790,visual_lenient,expert_reference_upper_bound,83.3906,21.2702,8,0.3404,1.2219,2
s004791,balanced,expert_reference_upper_bound,84.5563,24.9648,8,0.3066,1.0979,1
s004792,construction_strict,expert_reference_upper_bound,81.0819,20.1267,8,0.4901,0.7069,1
s004793,motif_strict,expert_reference_upper_bound,80.1499,21.9729,8,0.1242,1.3758,3
s004794,heritage_strict,expert_reference_upper_bound,86.5168,27.5715,8,0.2308,1.2328,2
s004795,visual_lenient,expert_reference_upper_bound,82.4176,21.4539,8,0.3093,1.1113,2
s004796,balanced,expert_reference_upper_bound,86.5628,21.8367,8,0.1909,1.4062,3
s004797,construction_strict,expert_reference_upper_bound,87.3761,24.1344,8,0.5416,1.3413,1
s004798,motif_strict,expert_reference_upper_bound,86.1836,26.2161,8,0.3405,1.5126,3
s004799,heritage_strict,expert_reference_upper_bound,85.7449,23.1748,8,0.3172,0.8662,2
s004800,visual_lenient,expert_reference_upper_bound,82.3103,20.6759,8,0.4983,0.9129,1
s004801,balanced,expert_reference_upper_bound,83.219,24.5429,8,0.4879,1.46,2
s004802,construction_strict,expert_reference_upper_bound,83.4652,21.1867,8,0.4069,0.8758,2
s004803,motif_strict,expert_reference_upper_bound,85.0425,24.9107,8,0.5341,1.106,1
s004804,heritage_strict,expert_reference_upper_bound,83.3495,22.4837,8,0.4453,0.9221,3
s004805,visual_lenient,expert_reference_upper_bound,87.2833,22.0916,8,0.248,1.4508,2
s004806,balanced,expert_reference_upper_bound,86.0691,22.3985,8,0.4571,0.7166,3
s004807,construction_strict,expert_reference_upper_bound,90.3785,25.5954,8,0.5064,0.664,1
s004808,motif_strict,expert_reference_upper_bound,79.1918,20.6253,8,0.1719,1.6847,2
s004809,heritage_strict,expert_reference_upper_bound,81.7955,19.3042,8,0.3156,1.0578,1
s004810,visual_lenient,expert_reference_upper_bound,84.6227,21.2475,8,0.2338,1.5459,1
s004811,balanced,expert_reference_upper_bound,81.6938,18.6677,8,0.4904,1.3151,2
s004812,construction_strict,expert_reference_upper_bound,83.1847,21.0212,8,0.2562,0.8091,1
s004813,motif_strict,expert_reference_upper_bound,82.4612,20.9802,8,0.2431,0.7716,2
s004814,heritage_strict,expert_reference_upper_bound,81.8233,15.4817,8,0.5379,1.5598,3
s004815,visual_lenient,expert_reference_upper_bound,87.9835,22.0591,8,0.2457,1.3312,3
s004816,balanced,expert_reference_upper_bound,82.1549,23.9262,8,0.3105,0.6766,2
s004817,construction_strict,expert_reference_upper_bound,79.5147,14.0191,8,0.5219,1.5833,2
s004818,motif_strict,expert_reference_upper_bound,82.813,19.8478,8,0.1346,0.9721,3
s004819,heritage_strict,expert_reference_upper_bound,84.3188,20.8499,8,0.4487,1.4099,1
s004820,visual_lenient,expert_reference_upper_bound,88.9353,27.6189,8,0.1937,0.6293,1
